64 64
2
4
4
34 48
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
0 ;0 ;4 ;4M;4M;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;2 ;2M;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2M;2 ;2 ;2M;2 ;2M;2 ;2 ;2 ;2M;2 ;2 ;2 ;0
0 ;4 ;4 ;4M;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;2 ;2 ;2M;2 ;2 ;2 ;2M;2 ;2 ;2 ;2M;2 ;2M;2 ;2 ;2M;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;0
0 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4M;4M;4M;4 ;4 ;4M;4M;4 ;4 ;4M;4 ;4 ;2M;2 ;2 ;2 ;2M;2M;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2M;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;0
0 ;0 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4M;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4M;4 ;2M;2 ;2 ;2M;2 ;2M;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2M;2M;2 ;2 ;2 ;2M;2 ;2M;2 ;2 ;2 ;2M;2 ;2 ;0
0 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4M;4 ;4 ;4M;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;2 ;2M;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;0 ;0
0 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;0
0 ;0 ;0 ;4 ;4 ;4 ;4M;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4M;4M;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;2 ;2M;2 ;2M;2 ;2M;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;0
0 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2M;2M;2 ;2M;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;0
0 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4M;4M;4 ;4 ;4M;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2P;2M;2 ;2 ;2 ;2 ;2 ;2 ;0 ;0
0 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4M;4M;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4M;4 ;4 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;0 ;0
0 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4M;4 ;4 ;4 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2M;2 ;2M;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2M;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;0 ;0 ;0
0 ;4 ;4M;4M;4 ;4 ;4 ;4 ;4M;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4M;4 ;4 ;4 ;4M;4M;4 ;4M;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2M;0
0 ;0 ;0 ;4 ;4 ;4M;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4P;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2M;2M;2 ;2 ;0
0 ;0 ;0 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4M;4 ;4M;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4M;4M;4 ;4 ;4 ;4 ;4 ;2 ;2M;2 ;2 ;2 ;2M;2 ;2M;2 ;2 ;2 ;2 ;2M;2 ;2M;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;0
0 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4M;4 ;4 ;4M;4 ;4 ;4M;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4M;4M;4 ;4 ;4 ;4 ;2 ;2 ;2M;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;0 ;0 ;0
0 ;4 ;4 ;4M;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2M;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2M;2M;2 ;2 ;0
0 ;4 ;4 ;4M;4 ;4 ;4 ;4M;4 ;4M;4 ;4M;4 ;4 ;4M;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4M;4 ;4M;4 ;4M;4 ;4 ;4 ;2 ;2M;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2M;2M;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;0
0 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4M;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4M;4M;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;0
0 ;4M;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2M;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2M;2M;0
0 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4M;4 ;4 ;4 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2M;2 ;2 ;2M;2 ;0 ;0 ;0 ;0
0 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4 ;4M;4M;4 ;4 ;4 ;4 ;4 ;4 ;4M;4 ;4 ;4 ;4M;4M;4 ;4 ;4 ;4 ;4M;4 ;4M;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2 ;2 ;2M;2 ;2M;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2 ;2M;2 ;2 ;2 ;2M;0
0 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;5 ;5M;5 ;5 ;5 ;5 ;5M;5 ;5M;5 ;5M;5 ;5M;5M;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5M;5M;5 ;5 ;0
0 ;1 ;1 ;1 ;1M;1 ;1 ;1M;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1M;1 ;1M;1M;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5M;5 ;5M;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;0
0 ;0 ;0 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5T;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;0
0 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1M;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1M;1 ;1 ;1 ;1M;1 ;1 ;1 ;5M;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5M;0 ;0
0 ;1 ;1 ;1M;1 ;1M;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1P;1 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5M;5 ;5M;5 ;5M;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5M;0 ;0 ;0 ;0
0 ;0 ;1M;1 ;1 ;1 ;1M;1 ;1 ;1 ;1M;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5M;5 ;5 ;5 ;5M;5M;5 ;5 ;5 ;5M;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;0
0 ;1 ;1M;1 ;1 ;1 ;1M;1 ;1 ;1 ;1M;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1M;1 ;1 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;0 ;0 ;0
0 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5M;5 ;5 ;5 ;0
0 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5M;0 ;0 ;0
0 ;0 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1M;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1M;1 ;1M;1 ;1 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5M;5 ;5 ;0
0 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1M;1 ;1M;1M;1 ;1M;1 ;1M;1 ;1 ;1 ;1 ;5M;5M;5 ;5M;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5M;5 ;5M;5M;5 ;5 ;5 ;5M;5 ;5M;5 ;5 ;5 ;5 ;0 ;0 ;0
0 ;0 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;5P;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;0
0 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;5 ;5 ;5 ;5 ;5 ;5 ;5M;5 ;5 ;5 ;5 ;5M;5 ;5M;5 ;5 ;5M;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;5 ;0 ;0
0 ;1M;1 ;1 ;1 ;1M;1M;1 ;1M;1 ;1M;1M;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1M;1 ;1M;1 ;1 ;1 ;1M;1 ;1 ;1 ;1M;5M;5 ;5 ;5M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;5 ;5 ;5 ;5M;5 ;5 ;0
0 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;5 ;5 ;5M;5 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;5M;5 ;5 ;0 ;0 ;0 ;0
0 ;0 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1M;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1M;1 ;5 ;5 ;5 ;5 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3P;3 ;3 ;3 ;3 ;3M;3 ;5 ;5M;5 ;5 ;5M;5 ;0
0 ;0 ;1 ;1M;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;5 ;5 ;5 ;5 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;5 ;5 ;5 ;5 ;5 ;5M;0
0 ;1 ;1 ;1M;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1M;1 ;1 ;1 ;1M;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6M;6M;6 ;6 ;6 ;6M;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6M;6 ;6 ;6 ;6 ;6 ;6 ;6 ;5 ;5 ;5 ;0
0 ;1M;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1M;1 ;1 ;1 ;1 ;1 ;6 ;6 ;6 ;6 ;6 ;6 ;6M;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6M;6 ;6 ;6 ;6 ;6 ;6 ;6M;6 ;6 ;6M;6 ;5 ;0 ;0 ;0
0 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1M;1M;1 ;1 ;1M;1 ;1 ;1M;1 ;1 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6M;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6M;6M;6 ;6 ;6 ;5 ;5 ;5M;0
0 ;1M;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1M;1 ;1 ;1 ;1M;1 ;1 ;1M;1 ;1 ;1 ;6 ;6 ;6 ;6 ;6 ;6M;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6M;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6M;6 ;6 ;6 ;5 ;0 ;0 ;0
0 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1M;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6M;6M;6 ;6 ;6M;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6M;6 ;6 ;6 ;6 ;6M;6 ;6 ;6 ;5 ;5M;0 ;0
0 ;1 ;1 ;1M;1 ;1 ;1M;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1M;1 ;1 ;1M;1 ;1M;1 ;1 ;1M;1M;1 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6M;6 ;6 ;6 ;6 ;6 ;6 ;6M;6 ;6 ;6 ;6M;6 ;6 ;6 ;5 ;5 ;0 ;0
0 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;6 ;6 ;6 ;6M;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6M;6M;6 ;6 ;6 ;6 ;6M;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;6 ;5 ;5 ;5 ;0
