128 128
2
4
4
19 52
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
0 ;0 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;7 ;7 ;7 ;7M;7 ;7M;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;0
0 ;3 ;3 ;3 ;3 ;3M;3M;3M;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3M;3 ;3 ;3M;3M;3 ;3M;3 ;3 ;3 ;3 ;3M;3 ;3M;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3M;3 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7M;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7M;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;0
0 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3M;3 ;3 ;3 ;3M;3 ;3 ;3M;3 ;3 ;3M;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;7 ;7M;7M;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7M;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7M;7 ;7 ;7M;7 ;7M;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;0
0 ;0 ;0 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3M;3 ;3M;3M;3 ;3 ;3 ;3 ;3 ;3M;3M;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7M;7 ;7 ;7 ;7 ;7M;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7M;7M;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7M;7M;7 ;7 ;0
0 ;0 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;0
0 ;3M;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3M;3M;3 ;3 ;3 ;3 ;7 ;7 ;7 ;7M;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7M;7 ;7M;7M;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7M;7 ;7M;7M;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;0
0 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7M;7 ;7M;7M;7 ;7 ;7 ;7M;0 ;0
0 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3M;3 ;3 ;3M;3M;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3M;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3M;3M;7M;7 ;7 ;7 ;7M;7 ;7 ;7 ;7M;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7M;7 ;7 ;7M;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;0
0 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3M;3M;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3T;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7M;7 ;7M;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7M;7 ;7 ;0
0 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3M;3M;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;0 ;0 ;0 ;0
0 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3M;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;7 ;7 ;7 ;7M;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7M;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7M;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;0 ;0 ;0 ;0
0 ;3 ;3M;3 ;3M;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3M;3 ;3 ;3 ;3M;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7 ;7M;7 ;7M;7 ;7 ;7 ;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;0 ;0 ;0
0 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1M;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;7 ;7M;7 ;7 ;7M;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7M;7M;7 ;7 ;7 ;7 ;7M;7 ;7 ;7M;7 ;7M;7 ;7 ;0 ;0
0 ;0 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3M;3 ;3M;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;1 ;1 ;1M;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1M;1 ;1M;1 ;1 ;1 ;1 ;1M;1 ;1M;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1M;1 ;1M;1 ;1 ;1M;1 ;1M;1M;1 ;1 ;1 ;1 ;1M;1M;7 ;7M;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7 ;7M;7 ;7 ;7 ;7M;7 ;7 ;7M;7 ;7 ;7 ;7M;0
0 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3M;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3M;3M;3 ;3 ;3 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1M;1 ;1 ;1 ;1M;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;7 ;7M;7 ;7M;7 ;7 ;7 ;7M;7 ;7M;7 ;7 ;7 ;7M;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;0
0 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3M;3 ;3 ;3 ;3M;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;3 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1 ;1M;1 ;1 ;1 ;1 ;1 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7M;7M;7M;7 ;7 ;7 ;7 ;7M;7M;7M;7M;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;7 ;0 ;0 ;0 ;0
